Gloss,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
FILM,FILMING, FILM,VIDEOCAMERA, VIDOETAPE, VIDEOTAPING, CAMERA, SHOOT A FILM, VIDEO RECORDING, CAMCORDER, TAKE VIDEO,FILM, VIDEO, RECORD, CAMERA,,,,,
FILTHY,,,,,,,,,,,,,,,,,,,
FINALLY,,,,,,,,,,,,,,,,,,,
FINANCIAL,,,,,,,,,,,,,,,,,,,
FIND-FIND-OUT,,,,,,,,,,,,,,,,,,,
FINE,,,,,,,,,,,,,,,,,,,
FINE_1,FINE,OK, POLITE, THAT'S ALRIGHT, THIS IS ACCEPTABLE,,,,,,,,,,,,,,
FINE_2,FINE,ALRIGHT,OK, NO PROBLEM, NO SWEAT, ACCEPTABLE, SURE,,,,,,,,,,,,
FINGER,,,,,,,,,,,,,,,,,,,
FINGERPRINTS,,,,,,,,,,,,,,,,,,,
FINGERS,,,,,,,,,,,,,,,,,,,
FINGERSPELL,,,,,,,,,,,,,,,,,,,
FINISH,,,,,,,,,,,,,,,,,,,
FIRE-BURN,,,,,,,,,,,,,,,,,,,
FIRE-BURN+PLACE,,,,,,,,,,,,,,,,,,,
FIRED,,,,,,,,,,,,,,,,,,,
FIREMAN,,,,,,,,,,,,,,,,,,,
FIRST,FIRST,ONE DOLLAR, ONE,ONE DOLLAR, ONLY, FIRST, SINGLE,,,,,,,,,,,,
FIRST-IN-LIST,,,,,,,,,,,,,,,,,,,
FIRST-PLACE,,,,,,,,,,,,,,,,,,,
FISH,,,,,,,,,,,,,,,,,,,
FISHING,,,,,,,,,,,,,,,,,,,
FIST,,,,,,,,,,,,,,,,,,,
FIVE,,,,,,,,,,,,,,,,,,,
FIVE-2+HOUR,,,,,,,,,,,,,,,,,,,
FIVE-DOLLARS,,,,,,,,,,,,,,,,,,,
FIVE-HOURS,,,,,,,,,,,,,,,,,,,
FIVE-MONTHS,,,,,,,,,,,,,,,,,,,
FIVE-WEEKS,,,,,,,,,,,,,,,,,,,
FIX,,,,,,,,,,,,,,,,,,,
FLAG,,,,,,,,,,,,,,,,,,,
FLAG-2,,,,,,,,,,,,,,,,,,,
FLASHLIGHT,,,,,,,,,,,,,,,,,,,
FLASHLIGHT-2,,,,,,,,,,,,,,,,,,,
FLAT-FLOOR,,,,,,,,,,,,,,,,,,,
FLAT-LEVEL,,,,,,,,,,,,,,,,,,,
FLAT-TIRE,,,,,,,,,,,,,,,,,,,
FLEXIBLE,,,,,,,,,,,,,,,,,,,
FLIP-FLOP,,,,,,,,,,,,,,,,,,,
FLIP-OVER,,,,,,,,,,,,,,,,,,,
FLIRT,,,,,,,,,,,,,,,,,,,
FLOAT,,,,,,,,,,,,,,,,,,,
FLOOR,FLOOR, FLOORING,,,,,,,,,,,,,,,,,
FLOW,,,,,,,,,,,,,,,,,,,
FLOWER,FLOWER, FLOWERS,,,,,,,,,,,,,,,,,
FLUNK,,,,,,,,,,,,,,,,,,,
FLUTE,,,,,,,,,,,,,,,,,,,
FLY-BY-PLANE,,,,,,,,,,,,,,,,,,,
FLY-BY-WINGS,,,,,,,,,,,,,,,,,,,
FLY-KITE,,,,,,,,,,,,,,,,,,,
FOCUS-NARROW,,,,,,,,,,,,,,,,,,,
FOLD,,,,,,,,,,,,,,,,,,,
FOLLOW,,,,,,,,,,,,,,,,,,,
FOOT,,,,,,,,,,,,,,,,,,,
FOOTBALL,,,,,,,,,,,,,,,,,,,
FOOTSTEP,,,,,,,,,,,,,,,,,,,
FOR,,,,,,,,,,,,,,,,,,,
FOR-FOR,,,,,,,,,,,,,,,,,,,
FORCE,,,,,,,,,,,,,,,,,,,
FOREHEAD,,,,,,,,,,,,,,,,,,,
FOREIGN,,,,,,,,,,,,,,,,,,,
FOREIGNER_1,FOREIGNER, FOREIGNERS,COUNTRY PERSON , FOREIGN,FOREIGNER,,,,,,,,,,,,,,
FOREIGNER_2,FOREIGNER, FOREIGNERS,FOREIGN,,,,,,,,,,,,,,,,
FOREVER,FOREVER,ETERNITY,ETERNINTY, FOREVER, LENGTHY,,,,,,,,,,,,,,
FORGET,,,,,,,,,,,,,,,,,,,
FORGETFUL,FORGETFUL,FORGET,ALZHEIMER'S, DEMENTIA, FORGETFUL,,,,,,,,,,,,,,
FORK,,,,,,,,,,,,,,,,,,,
FORK-IN-ROAD,,,,,,,,,,,,,,,,,,,
FORK-IN-ROAD-3,,,,,,,,,,,,,,,,,,,
FORM,,,,,,,,,,,,,,,,,,,
FORMERLY,,,,,,,,,,,,,,,,,,,
FORTY,,,,,,,,,,,,,,,,,,,
FORTY-FOUR,,,,,,,,,,,,,,,,,,,
FOUNDATION,,,,,,,,,,,,,,,,,,,
FOUNTAIN,,,,,,,,,,,,,,,,,,,
FOUR,,,,,,,,,,,,,,,,,,,
FOUR-2+HOUR,,,,,,,,,,,,,,,,,,,
FOUR-DOLLARS,,,,,,,,,,,,,,,,,,,
FOUR-HOURS,,,,,,,,,,,,,,,,,,,
FOUR-MONTHS,,,,,,,,,,,,,,,,,,,
FOUR-WEEKS,,,,,,,,,,,,,,,,,,,
FOURTEEN,,,,,,,,,,,,,,,,,,,
FOURTH-PLACE,,,,,,,,,,,,,,,,,,,
FOX,,,,,,,,,,,,,,,,,,,
FRACTION,,,,,,,,,,,,,,,,,,,
FRAME,,,,,,,,,,,,,,,,,,,
FRECKLES,,,,,,,,,,,,,,,,,,,
FREE,,,,,,,,,,,,,,,,,,,
FREEZE,,,,,,,,,,,,,,,,,,,
FRESHMAN,,,,,,,,,,,,,,,,,,,
FRESHMAN-2,,,,,,,,,,,,,,,,,,,
FRESHMAN-3,,,,,,,,,,,,,,,,,,,
FRESHMAN-4,,,,,,,,,,,,,,,,,,,
FRIDAY,,,,,,,,,,,,,,,,,,,
FRIEND,,,,,,,,,,,,,,,,,,,
FRIENDLY,,,,,,,,,,,,,,,,,,,
FROG,,,,,,,,,,,,,,,,,,,
FROM,,,,,,,,,,,,,,,,,,,
FROM-NOW-ON,,,,,,,,,,,,,,,,,,,
FRONT,,,,,,,,,,,,,,,,,,,
FRUIT,,,,,,,,,,,,,,,,,,,
FRUSTRATE,,,,,,,,,,,,,,,,,,,
FRUSTRATED-THWARTED,,,,,,,,,,,,,,,,,,,
FULL,,,,,,,,,,,,,,,,,,,
FUN,,,,,,,,,,,,,,,,,,,
FUNCTION,,,,,,,,,,,,,,,,,,,
FUNERAL,,,,,,,,,,,,,,,,,,,
FUNNY,,,,,,,,,,,,,,,,,,,
FURNITURE,,,,,,,,,,,,,,,,,,,
FUTURE,,,,,,,,,,,,,,,,,,,
G,,,,,,,,,,,,,,,,,,,
GAMBLE,,,,,,,,,,,,,,,,,,,
GAME,GAME, GAMES,,,,,,,,,,,,,,,,,
GANG,,,,,,,,,,,,,,,,,,,
GANG+++SCL:Cgroup go together,,,,,,,,,,,,,,,,,,,
GARAGE-SUBMARINE,,,,,,,,,,,,,,,,,,,
GAS-GAS-UP,,,,,,,,,,,,,,,,,,,
GATE,,,,,,,,,,,,,,,,,,,
GAY,,,,,,,,,,,,,,,,,,,
GENERAL,,,,,,,,,,,,,,,,,,,
GENERATION,,,,,,,,,,,,,,,,,,,
GENERATIONS-AGO,,,,,,,,,,,,,,,,,,,
GEOMETRY,,,,,,,,,,,,,,,,,,,
GET,,,,,,,,,,,,,,,,,,,
GET-BIGGER,,,,,,,,,,,,,,,,,,,
GET-CLOSE,,,,,,,,,,,,,,,,,,,
GET-IN,,,,,,,,,,,,,,,,,,,
GET-ON,,,,,,,,,,,,,,,,,,,
GET-OUT,,,,,,,,,,,,,,,,,,,
GET-RID-OF,,,,,,,,,,,,,,,,,,,
GET-TICKET,,,,,,,,,,,,,,,,,,,
GET-UP,,,,,,,,,,,,,,,,,,,
GHOST,,,,,,,,,,,,,,,,,,,
GIFT,,,,,,,,,,,,,,,,,,,
GIGGLE,,,,,,,,,,,,,,,,,,,
GIRAFFE,,,,,,,,,,,,,,,,,,,
GIRL,,,,,,,,,,,,,,,,,,,
GIRL+BABY-2,,,,,,,,,,,,,,,,,,,
GIRL+CORRECT,,,,,,,,,,,,,,,,,,,
GIRL+CORRECT+LAW,,,,,,,,,,,,,,,,,,,
GIRL+FRIEND,,,,,,,,,,,,,,,,,,,
GIRL+MARRY,,,,,,,,,,,,,,,,,,,
GIRL-SCOUT,,,,,,,,,,,,,,,,,,,
GIVE,,,,,,,,,,,,,,,,,,,
GIVE-UP,,,,,,,,,,,,,,,,,,,
GLASSES,,,,,,,,,,,,,,,,,,,
GLASSES-2,,,,,,,,,,,,,,,,,,,
GLOBE,,,,,,,,,,,,,,,,,,,
GLORY,,,,,,,,,,,,,,,,,,,
GLOVES,,,,,,,,,,,,,,,,,,,
GLOVES-2,,,,,,,,,,,,,,,,,,,
GLOW,GLOW, GLOWING,SHINING FACE, EYES SHINING, SHINE, SHINING, GLITTER ON FACE, FACE GLIMMERING, GLOWING, RADIANT, EYES GLOWING, EYES GLISTENING, SHINY,GLOWING FACE, BRILLIANT, AURA,,,
GLUE,,,,,,,,,,,,,,,,,,,
GO,,,,,,,,,,,,,,,,,,,
GO-AWAY,,,,,,,,,,,,,,,,,,,
GO-BY-BOAT,,,,,,,,,,,,,,,,,,,
GO-OUT,,,,,,,,,,,,,,,,,,,
GO-TO-IT,,,,,,,,,,,,,,,,,,,
GOAL,,,,,,,,,,,,,,,,,,,
GOAT,,,,,,,,,,,,,,,,,,,
GOD,,,,,,,,,,,,,,,,,,,
GOLD,GOLD,CALIFORNIA,CALIFORNIA,,,,,,,,,,,,,,,,
GOLD-ns-CALIFORNIA,,,,,,,,,,,,,,,,,,,
GOLD-ns-CALIFORNIA+YELLOW,,,,,,,,,,,,,,,,,,,
GOLF,,,,,,,,,,,,,,,,,,,
GONE,,,,,,,,,,,,,,,,,,,
GOOD+ENOUGH,,,,,,,,,,,,,,,,,,,
GOOD+LUCKY,,,,,,,,,,,,,,,,,,,
GOOD+MORNING,,,,,,,,,,,,,,,,,,,
GOOD+NIGHT,,,,,,,,,,,,,,,,,,,
GOOSEBUMPS,,,,,,,,,,,,,,,,,,,
GORILLA,,,,,,,,,,,,,,,,,,,
GOSSIP,,,,,,,,,,,,,,,,,,,
GOVERNMENT,GOVERNMENT,CAPITOL, STATE,GOVERNMENT,,,,,,,,,,,,,,,
GOVERNMENT+AGENT,,,,,,,,,,,,,,,,,,,
GRAB,,,,,,,,,,,,,,,,,,,
GRAB-CHANCE,,,,,,,,,,,,,,,,,,,
GRAD,,,,,,,,,,,,,,,,,,,
GRADUAL-DECLINE-A-LOT,,,,,,,,,,,,,,,,,,,
GRADUAL-IMPROVE,,,,,,,,,,,,,,,,,,,
GRADUATE,,,,,,,,,,,,,,,,,,,
GRAMMAR,,,,,,,,,,,,,,,,,,,
GRANDFATHER,,,,,,,,,,,,,,,,,,,
GRANDMOTHER,,,,,,,,,,,,,,,,,,,
GRAPES,,,,,,,,,,,,,,,,,,,
GRASS,,,,,,,,,,,,,,,,,,,
GRAY,,,,,,,,,,,,,,,,,,,
GREAT,,,,,,,,,,,,,,,,,,,
GREEDY,,,,,,,,,,,,,,,,,,,
GREEN,,,,,,,,,,,,,,,,,,,
GRIEF,,,,,,,,,,,,,,,,,,,
GRIP,,,,,,,,,,,,,,,,,,,
GROUCHY,,,,,,,,,,,,,,,,,,,
GROUND,,,,,,,,,,,,,,,,,,,
GROUND+AREA-2,,,,,,,,,,,,,,,,,,,
GROUP,,,,,,,,,,,,,,,,,,,
GROUP-TOGETHER,,,,,,,,,,,,,,,,,,,
GROW,,,,,,,,,,,,,,,,,,,
GROW++COLLECT,,,,,,,,,,,,,,,,,,,
GROW-UP,,,,,,,,,,,,,,,,,,,
GUESS_1,GUESS,MISS, ESTIMATE, ASSUME,GUESS, MISS, ASSUME, ESTIMATE,,,,,,,,,,,
GUILTY,,,,,,,,,,,,,,,,,,,
GUITAR,,,,,,,,,,,,,,,,,,,
GUM,,,,,,,,,,,,,,,,,,,
GUN,,,,,,,,,,,,,,,,,,,
GYM,,,,,,,,,,,,,,,,,,,
GYMNASTICS,,,,,,,,,,,,,,,,,,,
H,,,,,,,,,,,,,,,,,,,
HABIT,,,,,,,,,,,,,,,,,,,
HAIR,,,,,,,,,,,,,,,,,,,
HAIR-2+BLOND,,,,,,,,,,,,,,,,,,,
HAIRBRUSH,,,,,,,,,,,,,,,,,,,
HAIRCUT,,,,,,,,,,,,,,,,,,,
HAIRCUT+AGENT,,,,,,,,,,,,,,,,,,,
HAIRCUT-TRIM,,,,,,,,,,,,,,,,,,,
HALF,,,,,,,,,,,,,,,,,,,
HALF-HALF,,,,,,,,,,,,,,,,,,,
HALL,,,,,,,,,,,,,,,,,,,
HALLOWEEN,,,,,,,,,,,,,,,,,,,
HALLOWEEN-2,,,,,,,,,,,,,,,,,,,
HALLUCINATE,,,,,,,,,,,,,,,,,,,
HAMBURGER,,,,,,,,,,,,,,,,,,,
HAMMER,HAMMER,JUDGE, COURT,HAMMER, JUDGE,,,,,,,,,,,,,,
HANDS,,,,,,,,,,,,,,,,,,,
HANDSOME-ns-HAWAII-2,,,,,,,,,,,,,,,,,,,
HANG-UP-PHONE,,,,,,,,,,,,,,,,,,,
HANGER,,,,,,,,,,,,,,,,,,,
HANUKKAH,,,,,,,,,,,,,,,,,,,
HAPPEN,,,,,,,,,,,,,,,,,,,
HAPPY,,,,,,,,,,,,,,,,,,,
HARD,,,,,,,,,,,,,,,,,,,
HARD-OF-HEARING,,,,,,,,,,,,,,,,,,,
HARMONICA,,,,,,,,,,,,,,,,,,,
HARP,,,,,,,,,,,,,,,,,,,
HAT,,,,,,,,,,,,,,,,,,,
HATE,,,,,,,,,,,,,,,,,,,
HAVE,,,,,,,,,,,,,,,,,,,
HEAD,,,,,,,,,,,,,,,,,,,
HEAD-COLD,,,,,,,,,,,,,,,,,,,
HEADACHE,,,,,,,,,,,,,,,,,,,
HEADLINE,,,,,,,,,,,,,,,,,,,
HEAR+NOISE,,,,,,,,,,,,,,,,,,,
HEAR+RUMBLE,,,,,,,,,,,,,,,,,,,
HEAR+SHUT,,,,,,,,,,,,,,,,,,,
HEAR-LISTEN,,,,,,,,,,,,,,,,,,,
HEAR-LISTEN+RUMBLE,,,,,,,,,,,,,,,,,,,
HEARING,,,,,,,,,,,,,,,,,,,
HEARING-AID,,,,,,,,,,,,,,,,,,,
HEART,,,,,,,,,,,,,,,,,,,
HEART+ATTACK,,,,,,,,,,,,,,,,,,,
HEART+HEART-BEAT,,,,,,,,,,,,,,,,,,,
HEART-BEAT,,,,,,,,,,,,,,,,,,,
HEAVEN,,,,,,,,,,,,,,,,,,,
HEAVEN-2,,,,,,,,,,,,,,,,,,,
HEAVEN-3,,,,,,,,,,,,,,,,,,,
HEAVY,,,,,,,,,,,,,,,,,,,
HEIGHT,,,,,,,,,,,,,,,,,,,
HEIGHT-2,,,,,,,,,,,,,,,,,,,
HELICOPTER,,,,,,,,,,,,,,,,,,,
HELL,,,,,,,,,,,,,,,,,,,
HELLO,,,,,,,,,,,,,,,,,,,
HELMET,,,,,,,,,,,,,,,,,,,
HERE,,,,,,,,,,,,,,,,,,,
HEREDITY,,,,,,,,,,,,,,,,,,,
HIDE,,,,,,,,,,,,,,,,,,,
HIGH,,,,,,,,,,,,,,,,,,,
HIGH-HEELS,,,,,,,,,,,,,,,,,,,
HIGH-ON-DRUGS,,,,,,,,,,,,,,,,,,,
HIGHWAY,,,,,,,,,,,,,,,,,,,
HILL,,,,,,,,,,,,,,,,,,,
HISTORY,,,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,,,
HITCHHIKE,,,,,,,,,,,,,,,,,,,
HOCKEY,,,,,,,,,,,,,,,,,,,
HOLD,,,,,,,,,,,,,,,,,,,
HOLY,,,,,,,,,,,,,,,,,,,
HOME,,,,,,,,,,,,,,,,,,,
HOME+WORK,,,,,,,,,,,,,,,,,,,
HOMEWORK,,,,,,,,,,,,,,,,,,,
HONEST,,,,,,,,,,,,,,,,,,,
HONEY-DEAR,,,,,,,,,,,,,,,,,,,
HONEYMOON,,,,,,,,,,,,,,,,,,,
HONOR,,,,,,,,,,,,,,,,,,,
HOPE,,,,,,,,,,,,,,,,,,,
HORRIBLE,HORRIBLE,AWFUL, TERRIBLE, TRAGIC,TERRIBLE, HORRIBLE, AWFUL,,,,,,,,,,,,
HORSE,,,,,,,,,,,,,,,,,,,
HORSE+ICL:Sholding moving pole,,,,,,,,,,,,,,,,,,,
HORSE+RIDE-ON,,,,,,,,,,,,,,,,,,,
HOSPITAL,,,,,,,,,,,,,,,,,,,
HOT,,,,,,,,,,,,,,,,,,,
HOT-SPICY,,,,,,,,,,,,,,,,,,,
HOTDOG,HOTDOG,SAUSAGE,SAUSAGE, BALONEY, HOTDOG,,,,,,,,,,,,,,
HOTEL,,,,,,,,,,,,,,,,,,,
HOUR,,,,,,,,,,,,,,,,,,,
HOUSE,,,,,,,,,,,,,,,,,,,
HOUSE+-P-PAY,,,,,,,,,,,,,,,,,,,
HOW,,,,,,,,,,,,,,,,,,,
HOW-MANY-MANY,,,,,,,,,,,,,,,,,,,
HUG,,,,,,,,,,,,,,,,,,,
HUMBLE,HUMBLE,HUMILITY, MODEST,,,,,,,,,,,,,,,,
HUNDRED,,,,,,,,,,,,,,,,,,,
HUNGRY,HUNGRY,HUNGER, WISH,WISH, DESIRE, STARVE, HUNGRY,,,,,,,,,,,,
HUNGRY-WISH,,,,,,,,,,,,,,,,,,,
HUNTING,,,,,,,,,,,,,,,,,,,
HURRICANE,,,,,,,,,,,,,,,,,,,
HURRY,,,,,,,,,,,,,,,,,,,
HURT,,,,,,,,,,,,,,,,,,,
HUSBAND,HUSBAND,HUBBY,,,,,,,,,,,,,,,,,
HYPOCRITE,,,,,,,,,,,,,,,,,,,
I,,,,,,,,,,,,,,,,,,,
I-LOVE-YOU,,,,,,,,,,,,,,,,,,,
ICE-CREAM,,,,,,,,,,,,,,,,,,,
ICE-SKATE,,,,,,,,,,,,,,,,,,,
ICL:Cpouring over,,,,,,,,,,,,,,,,,,,
ICL:Fpeeling paint,,,,,,,,,,,,,,,,,,,
ICL:Shandling something long and narrow,,,,,,,,,,,,,,,,,,,
ICLpeeling an orange,,,,,,,,,,,,,,,,,,,
ICLpeeling skin,,,,,,,,,,,,,,,,,,,
ICLpeeling with knife,,,,,,,,,,,,,,,,,,,
ICLshaking out,,,,,,,,,,,,,,,,,,,
ICLsqueezing small object,,,,,,,,,,,,,,,,,,,
IDEA,,,,,,,,,,,,,,,,,,,
IDENTIFICATION,,,,,,,,,,,,,,,,,,,
IDENTIFY,,,,,,,,,,,,,,,,,,,
IF,,,,,,,,,,,,,,,,,,,
IGNITION-OFF,,,,,,,,,,,,,,,,,,,
IGNITION-ON,,,,,,,,,,,,,,,,,,,
IGNORE,IGNORE,NEGLECT,NEGLECT, DISMISS, DON'T CARE,,,,,,,,,,,,,,
ILLEGAL,,,,,,,,,,,,,,,,,,,
IMAGINE,IMAGINE,IMAGINATION, IMAGINARY, IDEAS, SPEW IDEAS,IMAGINATION, IMAGINE, PARANOID, HALLUCINATION,,,,,,,,,,
IMMATURE,,,,,,,,,,,,,,,,,,,
IMPACT,IMPACT,COINCIDENCE, HIT, SUDDENLY/SUDDEN HIT, JACKPOT, RANDOMLY, HAPPENSTANCE, STRIKE, ONE TIME THING, DIDN'T PLAN TO,STRIKE, BY CHANCE, IMPACT, LUCK, RANDOM, OUT OF THE BLUE, HIT, SUDDENLY, JUST HAPPENED
IMPORTANT,,,,,,,,,,,,,,,,,,,
IMPOSSIBLE,,,,,,,,,,,,,,,,,,,
IMPRESS-1p,,,,,,,,,,,,,,,,,,,
IMPRESS-MEMORY,,,,,,,,,,,,,,,,,,,
IMPROVE-A-LOT,,,,,,,,,,,,,,,,,,,
IN,,,,,,,,,,,,,,,,,,,
IN-FIVE-YEARS,,,,,,,,,,,,,,,,,,,
IN-FOUR-YEARS,,,,,,,,,,,,,,,,,,,
IN-THREE-YEARS,,,,,,,,,,,,,,,,,,,
INCLUDE-INVOLVE,,,,,,,,,,,,,,,,,,,
INCOMPETENT,,,,,,,,,,,,,,,,,,,
INCREASE,,,,,,,,,,,,,,,,,,,
INDEPENDENT,,,,,,,,,,,,,,,,,,,
INDIVIDUAL,,,,,,,,,,,,,,,,,,,
INDUSTRY,,,,,,,,,,,,,,,,,,,
INFLATE,,,,,,,,,,,,,,,,,,,
INFORM,,,,,,,,,,,,,,,,,,,
INJECT,,,,,,,,,,,,,,,,,,,
INNOCENT,,,,,,,,,,,,,,,,,,,
INSPIRE,,,,,,,,,,,,,,,,,,,
INSTEAD,,,,,,,,,,,,,,,,,,,
INSTITUTE,,,,,,,,,,,,,,,,,,,
INSULT,,,,,,,,,,,,,,,,,,,
INSURANCE-INFECTION,,,,,,,,,,,,,,,,,,,
INTERCOURSE,,,,,,,,,,,,,,,,,,,
INTERESTING,,,,,,,,,,,,,,,,,,,
INTERNATIONAL,,,,,,,,,,,,,,,,,,,
INTERNET,,,,,,,,,,,,,,,,,,,
INTERPRET,,,,,,,,,,,,,,,,,,,
INTERPRET++AGENT,,,,,,,,,,,,,,,,,,,
INTERRUPT,,,,,,,,,,,,,,,,,,,
INTERVIEW,,,,,,,,,,,,,,,,,,,
INTRODUCE,,,,,,,,,,,,,,,,,,,
INVEST,,,,,,,,,,,,,,,,,,,
INVITE-HIRE,,,,,,,,,,,,,,,,,,,
IRON-CLOTHES,,,,,,,,,,,,,,,,,,,
ISLAND-INTEREST,,,,,,,,,,,,,,,,,,,
ISOLATED,,,,,,,,,,,,,,,,,,,
ISRAEL,ISRAEL,,,,,,,,,,,,,,,,,,
ITALY,ITALY,BRAZIL,SHAPE CLASSIFIER,,,,,,,,,,,,,,,,
IX-1p,,,,,,,,,,,,,,,,,,,
IX-2p-pl-arc,,,,,,,,,,,,,,,,,,,
IX-honorific:i,,,,,,,,,,,,,,,,,,,
IX:i,,,,,,,,,,,,,,,,,,,
J,,,,,,,,,,,,,,,,,,,
JACK-O-LANTERN,,,,,,,,,,,,,,,,,,,
JAW,,,,,,,,,,,,,,,,,,,
JEALOUS,,,,,,,,,,,,,,,,,,,
JEALOUS,,,,,,,,,,,,,,,,,,,
JELLY,,,,,,,,,,,,,,,,,,,
JELLYFISH,,,,,,,,,,,,,,,,,,,
JEWELRY,,,,,,,,,,,,,,,,,,,
JEWISH,,,,,,,,,,,,,,,,,,,
JIGSAW_PUZZLE,JIGSAW_PUZZLE,PAGER, DOUBT, UNSURE ,,,,,,,,,,,,,,,
JOIN,,,,,,,,,,,,,,,,,,,
JUDGE,JUDGE,COURT,COURT, JUDGE, JUDGMENT, JUDGMENTAL,,,,,,,,,,,,,
JUGGLE,,,,,,,,,,,,,,,,,,,
JUMP,,,,,,,,,,,,,,,,,,,
JUMP-FORWARD,,,,,,,,,,,,,,,,,,,
JUMPROPE,,,,,,,,,,,,,,,,,,,
JUNIOR,,,,,,,,,,,,,,,,,,,
JUNIOR-2,,,,,,,,,,,,,,,,,,,
JUNIOR-3,,,,,,,,,,,,,,,,,,,
K,,,,,,,,,,,,,,,,,,,
KANGAROO,,,,,,,,,,,,,,,,,,,
KARATE,,,,,,,,,,,,,,,,,,,
KEEP,,,,,,,,,,,,,,,,,,,
KEEP-IN-MIND,,,,,,,,,,,,,,,,,,,
KETCHUP,,,,,,,,,,,,,,,,,,,
KEY,,,,,,,,,,,,,,,,,,,
KICK,,,,,,,,,,,,,,,,,,,
KICK-OFF,,,,,,,,,,,,,,,,,,,
KID,,,,,,,,,,,,,,,,,,,
KIDNEY,,,,,,,,,,,,,,,,,,,
KILL,,,,,,,,,,,,,,,,,,,
KIND,,,,,,,,,,,,,,,,,,,
KINDERGARTEN,,,,,,,,,,,,,,,,,,,
KING,,,,,,,,,,,,,,,,,,,
KING+AREA-2,,,,,,,,,,,,,,,,,,,
KISS,,,,,,,,,,,,,,,,,,,
KITE,,,,,,,,,,,,,,,,,,,
KNEEL,KNEEL, KNEELING,KNEES, PROTEST,,,,,,,,,,,,,,,
KNEELING,,,,,,,,,,,,,,,,,,,
KNIFE,,,,,,,,,,,,,,,,,,,
KNOCK,,,,,,,,,,,,,,,,,,,
KNOW,,,,,,,,,,,,,,,,,,,
KNOW++THAT,,,,,,,,,,,,,,,,,,,
KNOW+-1h-NEG,,,,,,,,,,,,,,,,,,,
KNOW-NOTHING,,,,,,,,,,,,,,,,,,,
KNOW-THAT,,,,,,,,,,,,,,,,,,,
L,,,,,,,,,,,,,,,,,,,
LABEL,,,,,,,,,,,,,,,,,,,
LACROSSE,,,,,,,,,,,,,,,,,,,
LADDER,,,,,,,,,,,,,,,,,,,
LAID-UP,,,,,,,,,,,,,,,,,,,
LANGUAGE,,,,,,,,,,,,,,,,,,,
LANTERN,,,,,,,,,,,,,,,,,,,
LAP,,,,,,,,,,,,,,,,,,,
LAPTOP,,,,,,,,,,,,,,,,,,,
LAST,,,,,,,,,,,,,,,,,,,
LAST-WEEK,,,,,,,,,,,,,,,,,,,
LATCH,,,,,,,,,,,,,,,,,,,
LATE,,,,,,,,,,,,,,,,,,,
LATER,,,,,,,,,,,,,,,,,,,
LATER-2,,,,,,,,,,,,,,,,,,,
LAUGH,,,,,,,,,,,,,,,,,,,
LAW,,,,,,,,,,,,,,,,,,,
LAW+AGENT,,,,,,,,,,,,,,,,,,,
LAWN MOWER,LAWN MOWER,STROLLER, MOW, MOWING, CART, MOW GRASS/LAWN/ YARD,CART, PRAM, MOW/ MOWING, CUT GRASS,,,,,,,,,
LAZY,,,,,,,,,,,,,,,,,,,
LCL:B-Lreceive from heaven+BOOK,,,,,,,,,,,,,,,,,,,
LCLpath-turn-around,,,,,,,,,,,,,,,,,,,
LEAD,,,,,,,,,,,,,,,,,,,
LEAD+AGENT,,,,,,,,,,,,,,,,,,,
LEAF,,,,,,,,,,,,,,,,,,,
LEAK,,,,,,,,,,,,,,,,,,,
LEARN,,,,,,,,,,,,,,,,,,,
LEARN+AGENT,,,,,,,,,,,,,,,,,,,
LEATHER,,,,,,,,,,,,,,,,,,,
LEAVE,,,,,,,,,,,,,,,,,,,
LEAVE-THERE,,,,,,,,,,,,,,,,,,,
LECTURE,,,,,,,,,,,,,,,,,,,
LEFT,,,,,,,,,,,,,,,,,,,
LEFT-ARM,,,,,,,,,,,,,,,,,,,
LEG,,,,,,,,,,,,,,,,,,,
LEGAL-RIGHT,,,,,,,,,,,,,,,,,,,
LEGISLATURE,,,,,,,,,,,,,,,,,,,
LEMON,,,,,,,,,,,,,,,,,,,
LEND,,,,,,,,,,,,,,,,,,,
LESBIAN,,,,,,,,,,,,,,,,,,,
LESS,,,,,,,,,,,,,,,,,,,
LESS-THAN,,,,,,,,,,,,,,,,,,,
LESSON,LESSON,LIST, COURSE,LESSON, COURSE, RECIPE, LIST, UNIT,,,,,,,,,,,
LETTER-MAIL,,,,,,,,,,,,,,,,,,,
LIBRARY,,,,,,,,,,,,,,,,,,,
LIBRARY+AGENT,,,,,,,,,,,,,,,,,,,
LICENSE,,,,,,,,,,,,,,,,,,,
LICK,,,,,,,,,,,,,,,,,,,
LID,,,,,,,,,,,,,,,,,,,
LIE,,,,,,,,,,,,,,,,,,,
LIE-DOWN,,,,,,,,,,,,,,,,,,,
LIFT,,,,,,,,,,,,,,,,,,,
LIGHT,,,,,,,,,,,,,,,,,,,
LIGHT+HOUSE,,,,,,,,,,,,,,,,,,,
LIGHT+LIGHT-ON,,,,,,,,,,,,,,,,,,,
LIGHT+LIGHT-OUT,,,,,,,,,,,,,,,,,,,
LIGHT-FLASH,,,,,,,,,,,,,,,,,,,
LIGHT-MATCH,,,,,,,,,,,,,,,,,,,
LIGHT-WEIGHT,,,,,,,,,,,,,,,,,,,
